"Species Name 
 Wilson & Reeder 2005"	Diet
Pseudomys_albocinereus	Omnivore
Pseudomys_apodemoides	Omnivore
Pseudomys_australis	Omnivore
Pseudomys_bolami	Omnivore
Pseudomys_calabyi	?
Pseudomys_chapmani	?
Pseudomys_delicatulus	?
Pseudomys_desertor	Omnivore
Pseudomys_fieldi	Herbivore
Pseudomys_fumeus	?
Pseudomys_glaucus	?
Pseudomys_gracilicaudatus	Omnivore
Pseudomys_hermannsburgensis	Omnivore
Pseudomys_higginsi	Omnivore
Pseudomys_johnsoni	?
Pseudomys_laborifex	?
Pseudomys_nanus	?
Pseudomys_novaehollandiae	?
Pseudomys_occidentalis	Herbivore
Pseudomys_oralis	Omnivore
Pseudomys_patrius	?
Pseudomys_pilligaensis	Herbivore
Pseudomys_shortridgei	?
Pseudorca_crassidens	Carnivore
Pseudoryzomys_simplex	?
Ptenochirus_jagori	?
Ptenochirus_minor	?
Pteralopex_acrodonta	?
Pteralopex_anceps	Herbivore
Pteralopex_atrata	?
Pteralopex_pulchra	?
Pteromys_momonga	?
Pteromys_volans	Herbivore
Pteromyscus_pulverulentus	?
Pteronotus_davyi	Carnivore
Pteronotus_gymnonotus	?
Pteronotus_macleayii	?
Pteronotus_parnellii	Carnivore
Pteronotus_personatus	?
Pteronotus_quadridens	Carnivore
Pteronura_brasiliensis	Carnivore
Pteropus_admiralitatum	?
Pteropus_aldabrensis	?
Pteropus_alecto	Herbivore
Pteropus_anetianus	?
Pteropus_aruensis	?
Pteropus_caniceps	?
Pteropus_capistratus	?
Pteropus_chrysoproctus	?
Pteropus_cognatus	?
Pteropus_conspicillatus	Herbivore
Pteropus_dasymallus	Omnivore
Pteropus_faunulus	?
Pteropus_fundatus	?
Pteropus_giganteus	?
Pteropus_gilliardorum	Herbivore
Pteropus_griseus	?
Pteropus_howensis	?
Pteropus_hypomelanus	Herbivore
Pteropus_insularis	?
Pteropus_intermedius	?
Pteropus_keyensis	?
Pteropus_leucopterus	?
Pteropus_livingstonii	?
Pteropus_lombocensis	?
Pteropus_loochoensis	?
Pteropus_lylei	?
Pteropus_macrotis	Herbivore
Pteropus_mahaganus	?
Pteropus_mariannus	?
Pteropus_melanopogon	?
Pteropus_melanotus	?
Pteropus_molossinus	?
Pteropus_neohibernicus	Herbivore
Pteropus_niger	?
Pteropus_nitendiensis	?
Pteropus_ocularis	?
Pteropus_ornatus	?
Pteropus_pelewensis	?
Pteropus_personatus	?
Pteropus_pohlei	?
Pteropus_poliocephalus	?
Pteropus_pselaphon	?
Pteropus_pumilus	?
Pteropus_rayneri	Herbivore
Pteropus_rennelli	?
Pteropus_rodricensis	?
Pteropus_rufus	Herbivore
Pteropus_samoensis	Herbivore
Pteropus_scapulatus	Herbivore
Pteropus_seychellensis	?
Pteropus_speciosus	?
Pteropus_temminckii	Herbivore
Pteropus_tonganus	Herbivore
Pteropus_tuberculatus	?
Pteropus_ualanus	?
Pteropus_vampyrus	Herbivore
Pteropus_vetulus	?
Pteropus_voeltzkowi	?
Pteropus_woodfordi	?
Pteropus_yapensis	?
Ptilocercus_lowii	Carnivore
Pudu_mephistophiles	Herbivore
Pudu_puda	Herbivore
Puma_concolor	?
Puma_yagouaroundi	Carnivore
Punomys_lemminus	?
Pusa_caspica	?
Pusa_hispida	Carnivore
Pusa_sibirica	Carnivore
Pygathrix_nemaeus	?
Pygathrix_nigripes	?
Pygeretmus_platyurus	?
Pygeretmus_pumilio	Herbivore
Pygeretmus_shitkovi	?
Pygoderma_bilabiatum	Herbivore
Rangifer_tarandus	Herbivore
Raphicerus_campestris	Herbivore
Raphicerus_melanotis	Herbivore
Raphicerus_sharpei	Herbivore
Rattus_adustus	?
Rattus_andamanensis	?
Rattus_annandalei	?
Rattus_arfakiensis	?
Rattus_argentiventer	?
Rattus_arrogans	?
Rattus_baluensis	?
Rattus_blangorum	?
Rattus_bontanus	?
Rattus_burrus	?
Rattus_colletti	?
Rattus_elaphinus	?
Rattus_enganus	?
Rattus_everetti	Omnivore
Rattus_exulans	?
Rattus_feliceus	?
Rattus_fuscipes	Omnivore
Rattus_giluwensis	?
Rattus_hainaldi	?
Rattus_hoffmanni	?
Rattus_hoogerwerfi	?
Rattus_jobiensis	?
Rattus_koopmani	?
Rattus_korinchi	?
Rattus_leucopus	?
Rattus_losea	?
Rattus_lugens	?
Rattus_lutreolus	Omnivore
Rattus_marmosurus	?
Rattus_mindorensis	?
Rattus_mollicomulus	?
Rattus_montanus	?
Rattus_mordax	?
Rattus_morotaiensis	?
Rattus_niobe	?
Rattus_nitidus	?
Rattus_norvegicus	?
Rattus_novaeguineae	?
Rattus_omichlodes	?
Rattus_osgoodi	?
Rattus_palmarum	?
Rattus_pelurus	?
Rattus_pococki	?
Rattus_praetor	?
Rattus_pyctoris	?
Rattus_ranjiniae	?
Rattus_rattus	Herbivore
Rattus_richardsoni	?
Rattus_salocco	?
Rattus_sanila	?
Rattus_satarae	?
Rattus_simalurensis	?
Rattus_sordidus	?
Rattus_steini	?
Rattus_stoicus	?
Rattus_tanezumi	?
Rattus_tawitawiensis	?
Rattus_timorensis	?
Rattus_tiomanicus	Omnivore
Rattus_tunneyi	?
Rattus_vandeuseni	?
Rattus_verecundus	?
Rattus_villosissimus	Omnivore
Rattus_xanthurus	?
Ratufa_affinis	Herbivore
Ratufa_bicolor	Herbivore
Ratufa_indica	?
Ratufa_macroura	?
Redunca_arundinum	Herbivore
Redunca_fulvorufula	Herbivore
Redunca_redunca	Herbivore
Reithrodon_auritus	Herbivore
Reithrodon_typicus	?
Reithrodontomys_brevirostris	?
Reithrodontomys_burti	?
Reithrodontomys_chrysopsis	?
Reithrodontomys_creper	?
Reithrodontomys_darienensis	?
Reithrodontomys_fulvescens	Omnivore
Reithrodontomys_gracilis	Omnivore
Reithrodontomys_hirsutus	?
Reithrodontomys_humulis	Omnivore
Reithrodontomys_megalotis	Omnivore
Reithrodontomys_mexicanus	Herbivore
Reithrodontomys_microdon	?
Reithrodontomys_montanus	Omnivore
Reithrodontomys_paradoxus	?
Reithrodontomys_raviventris	?
Reithrodontomys_rodriguezi	?
Reithrodontomys_spectabilis	?
Reithrodontomys_sumichrasti	?
Reithrodontomys_tenuirostris	?
Reithrodontomys_zacatecae	?
Rhabdomys_dilectus	?
Rhabdomys_pumilio	Omnivore
Rhagomys_rufescens	?
Rheithrosciurus_macrotis	Herbivore
Rheomys_mexicanus	Carnivore
Rheomys_raptor	Carnivore
Rheomys_thomasi	Carnivore
Rheomys_underwoodi	?
Rhinoceros_sondaicus	?
Rhinoceros_unicornis	Herbivore
Rhinolophus_acuminatus	?
Rhinolophus_adami	?
Rhinolophus_affinis	?
Rhinolophus_alcyone	?
Rhinolophus_arcuatus	Carnivore
Rhinolophus_beddomei	?
Rhinolophus_blasii	Carnivore
Rhinolophus_bocharicus	?
Rhinolophus_borneensis	?
Rhinolophus_canuti	?
Rhinolophus_capensis	?
Rhinolophus_celebensis	?
Rhinolophus_clivosus	?
Rhinolophus_coelophyllus	?
Rhinolophus_cognatus	?
Rhinolophus_cornutus	?
Rhinolophus_creaghi	?
Rhinolophus_darlingi	?
Rhinolophus_deckenii	?
Rhinolophus_denti	?
Rhinolophus_eloquens	?
Rhinolophus_euryale	?
Rhinolophus_euryotis	?
Rhinolophus_ferrumequinum	Carnivore
Rhinolophus_formosae	?
Rhinolophus_fumigatus	?
Rhinolophus_guineensis	?
Rhinolophus_hildebrandtii	Carnivore
Rhinolophus_hilli	?
Rhinolophus_hillorum	?
Rhinolophus_hipposideros	Carnivore
Rhinolophus_imaizumii	?
Rhinolophus_inops	?
Rhinolophus_keyensis	?
Rhinolophus_landeri	?
Rhinolophus_lepidus	?
Rhinolophus_luctus	?
Rhinolophus_maclaudi	?
Rhinolophus_macrotis	?
Rhinolophus_madurensis	?
Rhinolophus_malayanus	?
Rhinolophus_marshalli	?
Rhinolophus_megaphyllus	Carnivore
Rhinolophus_mehelyi	Carnivore
Rhinolophus_mitratus	?
Rhinolophus_monoceros	?
Rhinolophus_montanus	?
Rhinolophus_nereis	?
Rhinolophus_osgoodi	?
Rhinolophus_paradoxolophus	?
Rhinolophus_pearsonii	?
Rhinolophus_philippinensis	Carnivore
Rhinolophus_pusillus	?
Rhinolophus_rex	?
Rhinolophus_robinsoni	?
Rhinolophus_rouxii	?
Rhinolophus_rufus	?
Rhinolophus_ruwenzorii	?
Rhinolophus_sedulus	?
Rhinolophus_shameli	?
Rhinolophus_shortridgei	?
Rhinolophus_siamensis	?
Rhinolophus_silvestris	?
Rhinolophus_simulator	Carnivore
Rhinolophus_sinicus	?
Rhinolophus_stheno	?
Rhinolophus_subbadius	?
Rhinolophus_subrufus	?
Rhinolophus_swinnyi	Carnivore
Rhinolophus_thomasi	?
Rhinolophus_trifoliatus	?
Rhinolophus_virgo	?
Rhinolophus_yunanensis	?
Rhinonicteris_aurantia	?
Rhinophylla_alethina	?
Rhinophylla_fischerae	?
Rhinophylla_pumilio	?
Rhinopithecus_avunculus	?
Rhinopithecus_bieti	Herbivore
Rhinopithecus_brelichi	?
Rhinopithecus_roxellana	Herbivore
Rhinopoma_hardwickii	Carnivore
Rhinopoma_macinnesi	?
Rhinopoma_microphyllum	Carnivore
Rhinopoma_muscatellum	Carnivore
Rhinosciurus_laticaudatus	Carnivore
Rhipidomys_austrinus	?
Rhipidomys_caucensis	?
Rhipidomys_couesi	?
Rhipidomys_emiliae	?
Rhipidomys_fulviventer	?
Rhipidomys_latimanus	?
Rhipidomys_leucodactylus	?
Rhipidomys_macconnelli	?
Rhipidomys_macrurus	?
Rhipidomys_mastacalis	?
Rhipidomys_modicus	?
Rhipidomys_nitela	?
Rhipidomys_ochrogaster	?
Rhipidomys_venezuelae	?
Rhipidomys_venustus	?
Rhipidomys_wetzeli	?
Rhizomys_pruinosus	?
Rhizomys_sinensis	?
Rhizomys_sumatrensis	?
Rhogeessa_aeneus	?
Rhogeessa_alleni	?
Rhogeessa_genowaysi	Carnivore
Rhogeessa_gracilis	?
Rhogeessa_io	?
Rhogeessa_minutilla	?
Rhogeessa_mira	?
Rhogeessa_parvula	?
Rhogeessa_tumida	?
Rhombomys_opimus	?
Rhynchocyon_chrysopygus	Carnivore
Rhynchocyon_cirnei	Carnivore
Rhynchocyon_petersi	?
Rhynchogale_melleri	?
Rhyncholestes_raphanurus	Omnivore
Rhynchomeles_prattorum	?
Rhynchomys_isarogensis	Carnivore
Rhynchomys_soricoides	?
Rhynchonycteris_naso	Carnivore
Romerolagus_diazi	Herbivore
Rousettus_aegyptiacus	Herbivore
Rousettus_amplexicaudatus	Herbivore
Rousettus_bidens	?
Rousettus_celebensis	?
Rousettus_lanosus	?
Rousettus_leschenaultii	?
Rousettus_madagascariensis	?
Rousettus_obliviosus	?
Rousettus_spinalatus	?
Rubrisciurus_rubriventer	?
Rucervus_duvaucelii	Herbivore
Rucervus_eldii	Herbivore
Rupicapra_pyrenaica	?
Rupicapra_rupicapra	Herbivore
Rusa_alfredi	?
Rusa_marianna	?
Rusa_timorensis	Herbivore
Rusa_unicolor	Herbivore
Ruwenzorisorex_suncoides	?
Saccolaimus_flaviventris	Carnivore
Saccolaimus_mixtus	Carnivore
Saccolaimus_peli	?
Saccolaimus_saccolaimus	Carnivore
Saccopteryx_bilineata	Carnivore
Saccopteryx_canescens	?
Saccopteryx_gymnura	?
Saccopteryx_leptura	Carnivore
Saccostomus_campestris	Herbivore
Saccostomus_mearnsi	Omnivore
Saguinus_bicolor	?
Saguinus_fuscicollis	Omnivore
Saguinus_geoffroyi	Omnivore
Saguinus_graellsi	?
Saguinus_imperator	Omnivore
Saguinus_inustus	?
Saguinus_labiatus	Herbivore
Saguinus_leucopus	?
Saguinus_martinsi	?
Saguinus_melanoleucus	?
Saguinus_midas	Omnivore
Saguinus_mystax	Omnivore
Saguinus_niger	?
Saguinus_nigricollis	?
Saguinus_oedipus	Omnivore
Saguinus_pileatus	?
Saguinus_tripartitus	Omnivore
Saiga_borealis	?
Saiga_tatarica	Herbivore
Saimiri_boliviensis	?
Saimiri_oerstedii	Omnivore
Saimiri_sciureus	Omnivore
Saimiri_ustus	?
Saimiri_vanzolinii	Omnivore
Salanoia_concolor	?
Salpingotulus_michaelis	?
Salpingotus_crassicauda	?
Salpingotus_heptneri	?
Salpingotus_kozlovi	?
Salpingotus_pallidus	?
Salpingotus_thomasi	?
Sarcophilus_harrisii	Carnivore
Sauromys_petrophilus	Carnivore
Scalopus_aquaticus	Carnivore
Scapanulus_oweni	?
Scapanus_latimanus	Carnivore
Scapanus_orarius	Carnivore
Scapanus_townsendii	Omnivore
Scapteromys_aquaticus	?
Scapteromys_tumidus	Omnivore
Scaptochirus_moschatus	?
Scaptonyx_fusicaudus	?
Sciurillus_pusillus	Herbivore
Sciurotamias_davidianus	?
Sciurotamias_forresti	?
Sciurus_aestuans	Herbivore
Sciurus_alleni	Omnivore
Sciurus_anomalus	Herbivore
Sciurus_arizonensis	?
Sciurus_aureogaster	Herbivore
Sciurus_carolinensis	?
Sciurus_colliaei	Herbivore
Sciurus_deppei	Herbivore
Sciurus_flammifer	?
Sciurus_gilvigularis	?
Sciurus_granatensis	Herbivore
Sciurus_griseus	Herbivore
Sciurus_ignitus	?
Sciurus_igniventris	Herbivore
Sciurus_lis	?
Sciurus_nayaritensis	Herbivore
Sciurus_niger	Herbivore
Sciurus_oculatus	?
Sciurus_pucheranii	?
Sciurus_pyrrhinus	?
Sciurus_richmondi	?
Sciurus_sanborni	?
Sciurus_spadiceus	Herbivore
Sciurus_stramineus	?
Sciurus_variegatoides	Herbivore
Sciurus_vulgaris	Omnivore
Sciurus_yucatanensis	Herbivore
Scleronycteris_ega	?
Scolomys_melanops	?
Scolomys_ucayalensis	?
Scoteanax_rueppellii	Carnivore
Scotinomys_teguina	Omnivore
Scotinomys_xerampelinus	Carnivore
Scotoecus_albigula	?
Scotoecus_albofuscus	?
Scotoecus_hindei	?
Scotoecus_hirundo	?
Scotoecus_pallidus	?
Scotomanes_ornatus	?
Scotonycteris_ophiodon	?
Scotonycteris_zenkeri	?
Scotophilus_borbonicus	?
Scotophilus_celebensis	?
Scotophilus_collinus	?
Scotophilus_dinganii	?
Scotophilus_heathii	?
Scotophilus_kuhlii	?
Scotophilus_leucogaster	Carnivore
Scotophilus_nigrita	?
Scotophilus_nucella	?
Scotophilus_nux	?
Scotophilus_robustus	?
Scotophilus_viridis	?
Scotorepens_balstoni	?
Scotorepens_greyii	?
Scotorepens_orion	?
Scotorepens_sanborni	Carnivore
Scotozous_dormeri	?
Scutisorex_somereni	?
Sekeetamys_calurus	Omnivore
Selevinia_betpakdalaensis	?
Semnopithecus_ajax	?
Semnopithecus_dussumieri	?
Semnopithecus_entellus	Herbivore
Semnopithecus_hector	?
Semnopithecus_hypoleucos	?
Semnopithecus_priam	?
Semnopithecus_schistaceus	?
Setifer_setosus	Carnivore
Setonix_brachyurus	Herbivore
Sicista_armenica	?
Sicista_betulina	Omnivore
Sicista_caucasica	?
Sicista_caudata	?
Sicista_concolor	?
Sicista_kazbegica	?
Sicista_kluchorica	?
Sicista_napaea	?
Sicista_pseudonapaea	?
Sicista_severtzovi	?
Sicista_strandi	?
Sicista_subtilis	?
Sicista_tianshanica	?
Sigmodon_alleni	?
Sigmodon_alstoni	?
Sigmodon_arizonae	?
Sigmodon_fulviventer	?
Sigmodon_hirsutus	?
Sigmodon_hispidus	Omnivore
Sigmodon_inopinatus	?
Sigmodon_leucotis	Herbivore
Sigmodon_mascotensis	?
Sigmodon_ochrognathus	Herbivore
Sigmodon_peruanus	?
Sigmodon_planifrons	?
Sigmodon_toltecus	?
Sigmodon_zanjonensis	?
Sigmodontomys_alfari	?
Sigmodontomys_aphrastus	?
Simias_concolor	?
Sminthopsis_aitkeni	?
Sminthopsis_archeri	?
Sminthopsis_butleri	?
Sminthopsis_crassicaudata	Carnivore
Sminthopsis_dolichura	Carnivore
Sminthopsis_douglasi	?
Sminthopsis_gilberti	Carnivore
Sminthopsis_granulipes	Carnivore
Sminthopsis_griseoventer	Carnivore
Sminthopsis_hirtipes	Carnivore
Sminthopsis_leucopus	Carnivore
Sminthopsis_longicaudata	Carnivore
Sminthopsis_macroura	Carnivore
Sminthopsis_murina	Carnivore
Sminthopsis_ooldea	Carnivore
Sminthopsis_psammophila	Carnivore
Sminthopsis_virginiae	?
Sminthopsis_youngsoni	?
Solenodon_cubanus	Carnivore
Solenodon_paradoxus	?
Solisorex_pearsoni	?
Solomys_ponceleti	?
Solomys_salamonis	?
Solomys_salebrosus	?
Solomys_sapientis	?
Solomys_spriggsarum	?
Sorex_alpinus	Carnivore
Sorex_antinorii	?
Sorex_araneus	Carnivore
Sorex_arcticus	Carnivore
Sorex_arizonae	?
Sorex_asper	?
Sorex_bairdi	?
Sorex_bendirii	Carnivore
Sorex_buchariensis	?
Sorex_caecutiens	Carnivore
Sorex_cinereus	Carnivore
Sorex_coronatus	?
Sorex_daphaenodon	?
Sorex_dispar	Carnivore
Sorex_excelsus	?
Sorex_fumeus	Carnivore
Sorex_gracillimus	?
Sorex_granarius	?
Sorex_haydeni	?
Sorex_hosonoi	?
Sorex_hoyi	Carnivore
Sorex_isodon	Carnivore
Sorex_jacksoni	?
Sorex_leucogaster	?
Sorex_longirostris	?
Sorex_maritimensis	?
Sorex_merriami	Carnivore
Sorex_minutissimus	Carnivore
Sorex_minutus	Carnivore
Sorex_mirabilis	?
Sorex_monticolus	Omnivore
Sorex_nanus	Carnivore
Sorex_neomexicanus	?
Sorex_ornatus	Carnivore
Sorex_pacificus	Omnivore
Sorex_palustris	Omnivore
Sorex_portenkoi	?
Sorex_preblei	?
Sorex_raddei	?
Sorex_roboratus	?
Sorex_samniticus	?
Sorex_satunini	?
Sorex_shinto	?
Sorex_tenellus	Carnivore
Sorex_trowbridgii	Omnivore
Sorex_tundrensis	?
Sorex_ugyunak	?
Sorex_unguiculatus	?
Sorex_vagrans	Omnivore
Sorex_volnuchini	?
Soriculus_nigrescens	?
Sotalia_fluviatilis	Carnivore
Sousa_chinensis	Carnivore
Sousa_teuszii	Carnivore
Spalacopus_cyanus	Herbivore
Spalax_arenarius	?
Spalax_ehrenbergi	Herbivore
Spalax_giganteus	?
Spalax_graecus	?
Spalax_leucodon	?
Spalax_microphthalmus	Herbivore
Spalax_nehringi	?
Spalax_uralensis	?
Spalax_zemni	?
Speothos_venaticus	?
Spermophilopsis_leptodactylus	Herbivore
Spermophilus_adocetus	Herbivore
Spermophilus_alashanicus	?
Spermophilus_annulatus	Herbivore
Spermophilus_armatus	Herbivore
Spermophilus_atricapillus	?
Spermophilus_beecheyi	?
Spermophilus_beldingi	Omnivore
Spermophilus_brevicauda	?
Spermophilus_brunneus	Herbivore
Spermophilus_canus	?
Spermophilus_citellus	?
Spermophilus_columbianus	Omnivore
Spermophilus_dauricus	?
Spermophilus_elegans	Omnivore
Spermophilus_erythrogenys	?
Spermophilus_franklinii	?
Spermophilus_fulvus	?
Spermophilus_lateralis	Omnivore
Spermophilus_madrensis	?
Spermophilus_major	?
Spermophilus_mexicanus	Omnivore
Spermophilus_mohavensis	Omnivore
Spermophilus_mollis	?
Spermophilus_musicus	?
Spermophilus_pallidicauda	?
Spermophilus_parryii	?
Spermophilus_perotensis	?
Spermophilus_pygmaeus	?
Spermophilus_ralli	?
Spermophilus_relictus	?
Spermophilus_richardsonii	Omnivore
Spermophilus_saturatus	Herbivore
Spermophilus_spilosoma	Omnivore
Spermophilus_suslicus	?
Spermophilus_tereticaudus	Omnivore
Spermophilus_townsendii	Herbivore
Spermophilus_tridecemlineatus	Omnivore
Spermophilus_undulatus	?
Spermophilus_variegatus	Omnivore
Spermophilus_washingtoni	Omnivore
Spermophilus_xanthoprymnus	?
Sphaerias_blanfordi	?
Sphaeronycteris_toxophyllum	?
Sphiggurus_insidiosus	?
Sphiggurus_melanurus	?
Sphiggurus_mexicanus	Herbivore
Sphiggurus_pruinosus	?
Sphiggurus_spinosus	?
Sphiggurus_vestitus	?
Sphiggurus_villosus	?
Spilocuscus_kraemeri	?
Spilocuscus_maculatus	?
Spilocuscus_rufoniger	?
Spilogale_angustifrons	?
Spilogale_gracilis	?
Spilogale_putorius	?
Spilogale_pygmaea	Carnivore
Srilankamys_ohiensis	?
Steatomys_bocagei	?
Steatomys_caurinus	?
Steatomys_cuppedius	?
Steatomys_jacksoni	?
Steatomys_krebsii	?
Steatomys_opimus	?
Steatomys_parvus	?
Steatomys_pratensis	Herbivore
Stenella_attenuata	Carnivore
Stenella_clymene	Carnivore
Stenella_coeruleoalba	Carnivore
Stenella_frontalis	Carnivore
Stenella_longirostris	Carnivore
Steno_bredanensis	Carnivore
Stenocephalemys_albipes	?
Stenocephalemys_albocaudata	?
Stenocephalemys_griseicauda	?
Stenocephalemys_ruppi	?
Stenoderma_rufum	?
Stochomys_longicaudatus	Herbivore
Strigocuscus_celebensis	?
Strigocuscus_pelengensis	?
Sturnira_aratathomasi	Herbivore
Sturnira_bidens	Herbivore
Sturnira_bogotensis	?
Sturnira_erythromos	Herbivore
Sturnira_lilium	Omnivore
Sturnira_ludovici	?
Sturnira_luisi	?
Sturnira_magna	?
Sturnira_mordax	?
Sturnira_nana	?
Sturnira_oporaphilum	?
Sturnira_thomasi	?
Sturnira_tildae	?
Styloctenium_wallacei	?
Stylodipus_andrewsi	?
Stylodipus_sungorus	?
Stylodipus_telum	Herbivore
Suncus_aequatorius	?
Suncus_ater	?
Suncus_dayi	?
Suncus_etruscus	?
Suncus_fellowesgordoni	?
Suncus_hosei	?
Suncus_infinitesimus	?
Suncus_lixus	?
Suncus_madagascariensis	?
Suncus_malayanus	?
Suncus_megalura	?
Suncus_mertensi	?
Suncus_montanus	?
Suncus_murinus	?
Suncus_remyi	?
Suncus_stoliczkanus	?
Suncus_varilla	?
Suncus_zeylanicus	?
Sundamys_infraluteus	?
Sundamys_maxi	?
Sundamys_muelleri	Omnivore
Sundasciurus_brookei	?
Sundasciurus_davensis	?
Sundasciurus_fraterculus	?
Sundasciurus_hippurus	Omnivore
Sundasciurus_hoogstraali	?
Sundasciurus_jentinki	?
Sundasciurus_juvencus	?
Sundasciurus_lowii	Omnivore
Sundasciurus_mindanensis	?
Sundasciurus_moellendorffi	?
Sundasciurus_philippinensis	?
Sundasciurus_rabori	?
Sundasciurus_samarensis	?
Sundasciurus_steerii	?
Sundasciurus_tenuis	Omnivore
Surdisorex_norae	Carnivore
Surdisorex_polulus	Carnivore
Suricata_suricatta	Carnivore
Sus_ahoenobarbus	?
Sus_barbatus	?
Sus_bucculentus	?
Sus_cebifrons	?
Sus_celebensis	?
Sus_philippensis	?
Sus_salvanius	?
Sus_scrofa	Omnivore
Sus_verrucosus	?
Syconycteris_australis	Herbivore
Syconycteris_carolinae	?
Syconycteris_hobbit	?
Sylvicapra_grimmia	Herbivore
Sylvilagus_aquaticus	Herbivore
Sylvilagus_audubonii	Herbivore
Sylvilagus_bachmani	Herbivore
Sylvilagus_brasiliensis	Herbivore
Sylvilagus_cognatus	?
Sylvilagus_cunicularius	Herbivore
Sylvilagus_dicei	?
Sylvilagus_floridanus	Herbivore
Sylvilagus_graysoni	?
Sylvilagus_insonus	?
Sylvilagus_mansuetus	?
Sylvilagus_nuttallii	Herbivore
Sylvilagus_palustris	Herbivore
Sylvilagus_robustus	?
Sylvilagus_transitionalis	Herbivore
Sylvisorex_camerunensis	?
Sylvisorex_granti	?
Sylvisorex_howelli	?
Sylvisorex_isabellae	?
Sylvisorex_johnstoni	?
Sylvisorex_lunaris	?
Sylvisorex_morio	?
Sylvisorex_ollula	?
Sylvisorex_oriundus	?
Sylvisorex_vulcanorum	?
Symphalangus_syndactylus	Omnivore
Synaptomys_borealis	?
Synaptomys_cooperi	Herbivore
Syncerus_caffer	Herbivore
Syntheosciurus_brochus	?
Tachyglossus_aculeatus	Carnivore
Tachyoryctes_ankoliae	?
Tachyoryctes_annectens	?
Tachyoryctes_audax	?
Tachyoryctes_daemon	?
Tachyoryctes_ibeanus	?
Tachyoryctes_macrocephalus	Herbivore
Tachyoryctes_naivashae	?
Tachyoryctes_rex	?
Tachyoryctes_ruandae	?
Tachyoryctes_ruddi	?
Tachyoryctes_spalacinus	?
Tachyoryctes_splendens	Herbivore
Tadarida_aegyptiaca	?
Tadarida_australis	Carnivore
Tadarida_brasiliensis	Carnivore
Tadarida_fulminans	?
Tadarida_insignis	?
Tadarida_kuboriensis	?
Tadarida_latouchei	?
Tadarida_lobata	?
Tadarida_teniotis	Carnivore
Tadarida_ventralis	?
Taeromys_arcuatus	?
Taeromys_callitrichus	?
Taeromys_celebensis	?
Taeromys_hamatus	?
Taeromys_microbullatus	?
Taeromys_punicans	?
Taeromys_taerae	?
Talpa_altaica	?
Talpa_caeca	?
Talpa_caucasica	?
Talpa_davidiana	?
Talpa_europaea	Carnivore
Talpa_levantis	?
Talpa_occidentalis	?
Talpa_romana	Carnivore
Talpa_stankovici	?
Tamandua_mexicana	Carnivore
Tamandua_tetradactyla	Carnivore
Tamias_alpinus	Herbivore
Tamias_amoenus	Omnivore
Tamias_bulleri	Herbivore
Tamias_canipes	Omnivore
Tamias_cinereicollis	Herbivore
Tamias_dorsalis	?
Tamias_durangae	Herbivore
Tamias_merriami	?
Tamias_minimus	Omnivore
Tamias_obscurus	Herbivore
Tamias_ochrogenys	Herbivore
Tamias_palmeri	?
Tamias_panamintinus	Omnivore
Tamias_quadrimaculatus	Omnivore
Tamias_quadrivittatus	Omnivore
Tamias_ruficaudus	Herbivore
Tamias_rufus	Omnivore
Tamias_senex	Omnivore
Tamias_sibiricus	?
Tamias_siskiyou	?
Tamias_sonomae	?
Tamias_speciosus	Omnivore
Tamias_striatus	Omnivore
Tamias_townsendii	Omnivore
Tamias_umbrinus	?
Tamiasciurus_douglasii	Herbivore
Tamiasciurus_hudsonicus	Herbivore
Tamiasciurus_mearnsi	?
Tamiops_maritimus	?
Tamiops_mcclellandii	?
Tamiops_rodolphii	?
Tamiops_swinhoei	?
Taphozous_achates	?
Taphozous_australis	Carnivore
Taphozous_georgianus	?
Taphozous_hamiltoni	?
Taphozous_hildegardeae	Carnivore
Taphozous_hilli	?
Taphozous_kapalgensis	?
Taphozous_longimanus	?
Taphozous_mauritianus	Carnivore
Taphozous_melanopogon	Carnivore
Taphozous_nudiventris	?
Taphozous_perforatus	Carnivore
Taphozous_theobaldi	?
Taphozous_troughtoni	?
Tapirus_bairdii	Herbivore
Tapirus_indicus	Herbivore
Tapirus_pinchaque	Herbivore
Tapirus_terrestris	Herbivore
Tarsipes_rostratus	Herbivore
Tarsius_bancanus	Omnivore
Tarsius_dentatus	?
Tarsius_pelengensis	?
Tarsius_pumilus	?
Tarsius_sangirensis	?
Tarsius_syrichta	?
Tarsius_tarsier	Omnivore
Tarsomys_apoensis	?
Tarsomys_echinatus	?
Tasmacetus_shepherdi	?
Tateomys_macrocercus	?
Tateomys_rhinogradoides	?
Tatera_indica	Omnivore
Taterillus_arenarius	?
Taterillus_congicus	?
Taterillus_emini	?
Taterillus_gracilis	Omnivore
Taterillus_harringtoni	?
Taterillus_lacustris	?
Taterillus_petteri	?
Taterillus_pygargus	?
Taurotragus_derbianus	Herbivore
Taurotragus_oryx	Herbivore
Taxidea_taxus	Carnivore
Tayassu_pecari	Omnivore
Tenrec_ecaudatus	Carnivore
Tetracerus_quadricornis	Herbivore
Thallomys_loringi	?
Thallomys_nigricauda	?
Thallomys_paedulcus	?
Thallomys_shortridgei	?
Thalpomys_cerradensis	?
Thalpomys_lasiotis	?
Thamnomys_kempi	?
Thamnomys_major	?
Thamnomys_venustus	?
Thaptomys_nigrita	?
Theropithecus_gelada	Omnivore
Thomasomys_aureus	?
Thomasomys_baeops	?
